"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-06-28,0,"La Pastora",0.57,NA,NA,NA,23,36,NA,NA,NA,NA,6.7,NA,NA,NA,NA
2014-06-28,1,"La Pastora",0.58,NA,NA,NA,20,40,NA,NA,NA,NA,6,NA,NA,NA,NA
2014-06-28,2,"La Pastora",0.58,NA,NA,NA,20,38,NA,NA,NA,NA,5.4,NA,NA,NA,NA
2014-06-28,3,"La Pastora",0.58,NA,NA,NA,19,22,NA,NA,NA,NA,4.4,NA,NA,NA,NA
2014-06-28,4,"La Pastora",0.59,NA,NA,NA,19,18,NA,NA,NA,NA,4.4,NA,NA,NA,NA
2014-06-28,5,"La Pastora",0.64,NA,NA,NA,16,18,NA,NA,NA,NA,4.8,NA,NA,NA,NA
2014-06-28,0,"Obispado",0.97,29.4,6.2,35.6,20,31,14,944.5553289,0,76,NA,0.001,26.23,7.5,59
2014-06-28,1,"Obispado",1.05,38.7,9.7,48.4,17,32,NA,944.2886184,0,85,NA,0.001,25.18,6.1,355
2014-06-28,2,"Obispado",1.04,38.3,8.4,46.8,17,54,NA,944.2886184,0,90,NA,0.001,24.34,5.3,36
2014-06-28,3,"Obispado",1.04,41.4,5.9,47.3,16,56,20,944.2886184,0,91,NA,0.002,24.16,4.7,78
2014-06-28,4,"Obispado",1.09,46.4,6.9,53.3,16,36,10,944.4219737,0,91,NA,0.001,24.07,4.7,70
2014-06-28,5,"Obispado",1.08,48.7,6.8,55.5,17,47,10,944.5553289,0,91,NA,0.002,23.91,5,76
2014-06-28,0,"San Bernabe",0.84,1.7,1.2,2.7,17,59,NA,946.1555921,0,73,1.3,0,26.16,9,131
2014-06-28,1,"San Bernabe",1.01,1.7,1.4,3.1,14,60,NA,945.8888816,0,78,1.1,0,25.48,5.5,200
2014-06-28,2,"San Bernabe",0.57,1.7,1.3,2.9,13,27,NA,945.7555263,0,79,1.1,0,25.06,5.9,182
2014-06-28,3,"San Bernabe",0.46,NA,NA,NA,20,45,NA,945.7555263,0,81,1,0,24.86,5.7,83
2014-06-28,4,"San Bernabe",0.49,NA,NA,NA,20,19,NA,945.7555263,0,79,1.4,0,25.1,4.9,62
2014-06-28,5,"San Bernabe",0.52,1.6,0.5,2.1,16,47,NA,946.0222368,0,82,1.5,0,24.67,7.9,92
2014-06-28,0,"San Nicolas",1.21,NA,NA,NA,21,52,30,954.5569737,0,82,NA,0,25.64,11.9,114
2014-06-28,1,"San Nicolas",1.2,NA,NA,NA,20,54,20,954.1569079,0,86,NA,0,25.06,7.6,95
2014-06-28,2,"San Nicolas",1.21,NA,NA,NA,20,63,19,954.0235526,0,86,NA,0,24.71,8.1,96
2014-06-28,3,"San Nicolas",1.23,NA,NA,NA,19,65,52,954.1569079,0,87,NA,0,24.34,7.9,101
2014-06-28,4,"San Nicolas",1.21,NA,NA,NA,19,61,19,954.2902632,0,88,NA,0,24.02,8,101
2014-06-28,5,"San Nicolas",1.3,NA,NA,NA,16,58,2,954.5569737,0,89,NA,0,24,8.3,100
2014-06-28,0,"Santa Catarina",0.67,3.5,3.6,6.9,27,51,17,930.6863816,0,67,2.9,0,25.68,6.2,NA
2014-06-28,1,"Santa Catarina",0.65,3.2,5,8.1,23,44,9,930.5530263,0,71,2.8,0,24.58,3.7,NA
2014-06-28,2,"Santa Catarina",0.75,3.6,8.4,12,17,55,14,930.4196711,0,78,2.7,0,23.69,7.2,NA
2014-06-28,3,"Santa Catarina",0.72,3.3,7.6,10.8,15,74,25,930.4196711,0,86,2.5,0,22.84,5.8,NA
2014-06-28,4,"Santa Catarina",0.65,3.9,8.5,12.2,12,58,28,930.5530263,0,86,2.4,0,22.71,4.6,NA
2014-06-28,5,"Santa Catarina",0.75,5.1,7.9,12.8,13,65,6,930.8197368,0,83,2.5,0.002,22.7,4.5,NA
