"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-06-13,12,"La Pastora",0.57,NA,NA,NA,40,48,6,NA,NA,NA,3.5,NA,NA,NA,NA
2014-06-13,13,"La Pastora",0.55,NA,NA,NA,40,56,10,NA,NA,NA,3.8,NA,NA,NA,NA
2014-06-13,14,"La Pastora",0.52,NA,NA,NA,41,84,8,NA,NA,NA,3.9,NA,NA,NA,NA
2014-06-13,15,"La Pastora",0.52,NA,NA,NA,37,76,9,NA,NA,NA,3.6,NA,NA,NA,NA
2014-06-13,16,"La Pastora",0.52,NA,NA,NA,39,68,12,NA,NA,NA,3.8,NA,NA,NA,NA
2014-06-13,17,"La Pastora",0.51,NA,NA,NA,34,NA,11,NA,NA,NA,3.8,NA,NA,NA,NA
2014-06-13,12,"Obispado",0.79,13.1,11.8,24.9,30,49,16,946.2889474,0,44,NA,1.044,34.04,9.3,52
2014-06-13,13,"Obispado",0.78,14.5,9,23.5,28,54,16,945.8888816,0,40,NA,1.009,34.89,14,54
2014-06-13,14,"Obispado",0.73,12.8,8.9,21.7,28,61,2,945.2221053,0,37,NA,0.931,35.54,15.4,64
2014-06-13,15,"Obispado",0.73,13.4,8.8,22.3,27,65,20,944.8220395,0,34,NA,0.79,36,15.2,69
2014-06-13,16,"Obispado",0.7,8.7,9.3,18.1,27,48,17,944.4219737,0,34,NA,0.573,35.94,15.1,71
2014-06-13,17,"Obispado",0.64,4.7,9.6,14.3,25,56,10,944.1552632,0,34,NA,0.254,35.58,14.3,83
2014-06-13,12,"San Bernabe",0.69,2.1,3.2,5.2,62,49,NA,947.6225,0,40,3.4,0.902,33.71,13.4,101
2014-06-13,13,"San Bernabe",0.53,1.9,1.1,2.9,55,44,NA,947.2224342,0,32,1.8,0.896,34.84,16.3,100
2014-06-13,14,"San Bernabe",0.53,1.7,0.8,2.5,54,49,NA,946.5556579,0,29,3,0.837,35.38,19.2,103
2014-06-13,15,"San Bernabe",0.49,3.1,1.6,4.6,54,46,NA,946.0222368,0,27,6.3,0.72,35.76,18.6,106
2014-06-13,16,"San Bernabe",0.46,1.8,1.1,2.9,50,52,NA,945.6221711,0,30,6.9,0.556,35.74,18.9,103
2014-06-13,17,"San Bernabe",0.57,2.5,1.8,4.2,41,56,NA,945.2221053,0,32,5,0.369,35.35,19.9,102
2014-06-13,12,"San Nicolas",0.78,NA,NA,NA,44,68,19,955.8905263,0,41,NA,0.891,34.1,9.7,89
2014-06-13,13,"San Nicolas",0.74,NA,NA,NA,44,63,30,955.4904605,0,31,NA,0.882,35.46,12.8,101
2014-06-13,14,"San Nicolas",0.75,NA,NA,NA,48,58,22,954.8236842,0,27,NA,0.81,36.25,12.7,115
2014-06-13,15,"San Nicolas",0.75,NA,NA,NA,45,60,37,954.1569079,0,30,NA,0.674,36.55,12.6,100
2014-06-13,16,"San Nicolas",0.76,NA,NA,NA,40,67,37,953.6234868,0,32,NA,0.506,36.48,12.9,103
2014-06-13,17,"San Nicolas",0.81,NA,NA,NA,33,67,44,953.3567763,0,35,NA,0.311,35.94,14.4,89
2014-06-13,12,"Santa Catarina",1.03,NA,NA,NA,77,91,25,932.1532895,0,37,5.1,0.908,33.12,14.1,NA
2014-06-13,13,"Santa Catarina",1.01,NA,NA,NA,70,92,35,931.4865132,0,33,4.8,0.885,33.83,20.2,NA
2014-06-13,14,"Santa Catarina",0.96,NA,NA,NA,62,123,26,930.9530921,0,33,4.2,0.812,34.12,22.7,NA
2014-06-13,15,"Santa Catarina",0.94,NA,NA,NA,58,143,27,930.5530263,0,30,4.1,0.682,34.38,22.4,NA
2014-06-13,16,"Santa Catarina",0.93,3.9,2.3,5.9,51,103,11,930.0196053,0,30,4.1,0.501,34.24,21.6,NA
2014-06-13,17,"Santa Catarina",0.94,4.2,3.5,7.5,43,94,12,929.88625,0,31,4.1,0.329,33.88,20.5,NA
