"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-08-09,18,"La Pastora",0.72,NA,NA,NA,34,24,NA,954.8236842,0.02,78,NA,0.057,27.05,6.6,189
2014-08-09,19,"La Pastora",0.69,NA,NA,NA,34,21,4,955.8905263,0,72,NA,0.024,27.56,7.5,208
2014-08-09,20,"La Pastora",0.65,NA,NA,NA,34,22,14,956.0238816,0,70,NA,0,27.27,7.9,176
2014-08-09,21,"La Pastora",0.75,NA,NA,NA,26,28,13,957.4907895,0,76,NA,0,25.83,5.7,229
2014-08-09,22,"La Pastora",0.74,NA,NA,NA,29,23,18,958.1575658,0,75,NA,0,26.83,7.8,87
2014-08-09,23,"La Pastora",0.71,NA,NA,NA,27,18,12,958.2909211,0,78,NA,0,26.48,10.9,71
2014-08-09,18,"Obispado",0.7,1.9,4.3,6.2,34,34,8,946.4223026,0,73,NA,0.105,27.35,11.1,118
2014-08-09,19,"Obispado",0.67,1.7,3.4,5.1,34,32,NA,946.9557237,0,75,NA,0.024,26.18,12.1,122
2014-08-09,20,"Obispado",0.69,1.6,5.1,6.7,31,28,1,947.2224342,0,71,NA,0.001,26.06,10.1,112
2014-08-09,21,"Obispado",0.7,1.6,5.2,6.8,31,25,7,948.0225658,0,69,NA,0.001,26.64,6.5,106
2014-08-09,22,"Obispado",0.82,1.7,8.1,9.8,23,26,8,948.8226974,0,71,NA,0.001,26.93,6.1,67
2014-08-09,23,"Obispado",0.77,1.6,5.7,7.3,23,38,28,948.9560526,0,76,NA,0.001,26.38,7.6,62
2014-08-09,18,"San Bernabe",0.69,2.3,7.2,9.5,33,93,NA,948.1559211,0,63,1.4,0.089,28.41,14.6,130
2014-08-09,19,"San Bernabe",0.62,2.1,6.9,9,31,68,NA,948.6893421,0,66,1.6,0.016,27.45,14.9,135
2014-08-09,20,"San Bernabe",0.79,2.2,8.2,10.4,25,27,NA,949.2227632,0,64,1.4,0,26.88,10.1,118
2014-08-09,21,"San Bernabe",0.77,2.6,10.2,12.8,15,79,NA,950.0228947,0,62,2.5,0,27.32,7.5,123
2014-08-09,22,"San Bernabe",0.66,2.1,7.3,9.4,20,543,NA,950.6896711,0,69,2.5,0,27.2,13.9,91
2014-08-09,23,"San Bernabe",0.82,2.1,5.4,7.5,20,443,NA,950.8230263,0,73,3.2,0,26.51,18.2,105
2014-08-09,18,"San Nicolas",0.94,6.7,15.4,22.1,27,49,35,956.5573026,0,64,NA,0.07,28.68,9.5,139
2014-08-09,19,"San Nicolas",0.95,5.9,14.2,20.1,28,51,27,956.9573684,0,63,NA,0.02,28.93,9.5,142
2014-08-09,20,"San Nicolas",1.06,7.1,18.6,25.7,21,40,17,957.3574342,0,63,NA,0.011,27.97,6.8,175
2014-08-09,21,"San Nicolas",1.28,4.9,19.2,24.1,18,43,31,958.2909211,0,68,NA,0.036,27.6,5.5,69
2014-08-09,22,"San Nicolas",0.92,5.3,11,16.3,18,57,35,959.2244079,0,73,NA,0.064,27.24,11.4,96
2014-08-09,23,"San Nicolas",0.82,4.9,6.5,11.4,16,63,19,959.3577632,0,76,NA,0.085,26.57,12.4,108
2014-08-09,18,"Santa Catarina",0.49,5.3,3.8,9.1,39,52,11,932.9534211,0,61,3.3,0.107,27.39,12,82
2014-08-09,19,"Santa Catarina",0.5,5.1,4.7,9.8,33,43,6,933.3534868,0,62,3.2,0.009,26.58,12.7,88
2014-08-09,20,"Santa Catarina",0.53,5.3,5.5,10.8,30,44,6,933.8869079,0,62,3.3,0,25.99,9.5,96
2014-08-09,21,"Santa Catarina",0.55,5.4,5.8,11.2,27,40,4,934.6870395,0,64,3.3,0,25.73,8,97
2014-08-09,22,"Santa Catarina",0.51,5.1,4.2,9.3,31,39,NA,935.3538158,0,64,3.1,0,25.81,10.6,124
2014-08-09,23,"Santa Catarina",0.51,5.1,5.1,10.2,25,41,2,935.4871711,0,70,2.8,0,25.47,11.5,119
