"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-10-17,0,"La Pastora",1.32,NA,NA,NA,3,54,NA,955.7571711,0,83,3.5,0,18.6,3.1,235
2014-10-17,1,"La Pastora",1.12,NA,NA,NA,4,35,NA,955.22375,0,86,3.4,0,18.08,3.2,242
2014-10-17,2,"La Pastora",0.99,NA,NA,NA,7,42,NA,954.6903289,0,85,3.3,0,17.72,2,238
2014-10-17,3,"La Pastora",0.97,NA,NA,NA,6,43,NA,954.2902632,0,86,3.2,0,17.4,2.8,216
2014-10-17,4,"La Pastora",1.06,NA,NA,NA,6,44,NA,954.0235526,0,84,3.2,0,17.76,3.7,299
2014-10-17,5,"La Pastora",1.21,NA,NA,NA,3,64,NA,954.4236184,0,86,3.6,0,16.95,3.7,256
2014-10-17,0,"Obispado",1.43,5.9,37.5,43.4,5,63,13,947.3557895,0,70,NA,0.002,20.33,5.2,216
2014-10-17,1,"Obispado",1.26,1.5,23.9,25.4,18,120,27,946.9557237,0,69,NA,0.002,19.8,4.3,217
2014-10-17,2,"Obispado",1.13,1.5,19.1,20.6,22,82,18,946.4223026,0,66,NA,0.002,19.32,3.4,228
2014-10-17,3,"Obispado",1.18,2.7,22.5,25.2,12,110,18,946.1555921,0,70,NA,0.001,18.57,1.4,273
2014-10-17,4,"Obispado",1.28,8.2,26.5,34.7,5,80,27,946.0222368,0,73,NA,0.001,17.81,1.1,244
2014-10-17,5,"Obispado",1.44,12.9,25,37.9,4,91,14,946.4223026,0,75,NA,0.001,17.53,1.1,232
2014-10-17,0,"San Bernabe",1.22,7.2,9.4,16.6,2,196,78,949.0894079,0,65,5.1,0,20.82,5.7,318
2014-10-17,1,"San Bernabe",1.14,9.3,9.3,18.6,3,174,24,948.6893421,0,69,4,0,19.86,7,327
2014-10-17,2,"San Bernabe",0.99,2.4,7.8,10.2,12,93,19,948.0225658,0,66,3.9,0,20.26,8,331
2014-10-17,3,"San Bernabe",1.02,2.8,7.8,10.6,7,134,25,947.7558553,0,71,4.6,0,18.45,6.9,318
2014-10-17,4,"San Bernabe",1.08,4.1,8.5,12.6,5,133,31,947.6225,0,71,4.6,0,18.22,5.9,326
2014-10-17,5,"San Bernabe",1.25,5.9,9,14.9,3,NA,27,947.8892105,0,72,4.3,0,17.74,4.9,277
2014-10-17,0,"San Nicolas",0.99,6.8,21.1,27.9,3,104,10,957.7575,0,75,3.6,0,19.99,2.3,1
2014-10-17,1,"San Nicolas",0.9,7.5,18.8,26.3,4,73,8,957.4907895,0,76,4,0,19.66,2.2,353
2014-10-17,2,"San Nicolas",0.84,9.5,20.6,30.1,2,75,NA,956.8240132,0,78,4.6,0,18.87,1.8,338
2014-10-17,3,"San Nicolas",0.86,11.4,21,32.4,3,84,18,956.4239474,0,79,5.2,0,18.63,3.9,321
2014-10-17,4,"San Nicolas",0.9,10.4,21.3,31.7,3,97,21,956.2905921,0,79,5.3,0,18.23,3.2,322
2014-10-17,5,"San Nicolas",1.18,25.6,21.9,47.5,3,96,20,956.6906579,0,80,5.9,0,17.77,3,315
2014-10-17,0,"Santa Catarina",1.22,57.8,38.5,96.3,3,231,31,933.8869079,0,71,4.1,0.001,17.81,3,291
2014-10-17,1,"Santa Catarina",1.01,38.8,32.9,71.7,3,225,21,933.4868421,0,71,4.3,0.001,17.54,4.1,294
2014-10-17,2,"Santa Catarina",0.95,24,29.3,53.3,3,221,20,932.9534211,0,72,4.1,0.001,17.26,3.6,308
2014-10-17,3,"Santa Catarina",0.74,31.8,34.6,66.4,3,172,18,932.5533553,0,72,4,0.001,16.62,3.9,286
2014-10-17,4,"Santa Catarina",0.82,20,33,53,4,187,37,932.42,0,71,3.6,0.001,16.75,3.2,302
2014-10-17,5,"Santa Catarina",1.43,81.6,35,116.6,4,124,7,932.8200658,0,70,4,0.001,16.1,3.4,297
