"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-08-10,12,"La Pastora",0.7,NA,NA,NA,50,44,24,959.2244079,0,66,NA,1.048,29.97,9.2,71
2014-08-10,13,"La Pastora",0.66,NA,NA,NA,45,39,8,957.3574342,0,61,NA,1.073,31.11,11.6,90
2014-08-10,14,"La Pastora",0.63,NA,NA,NA,42,33,NA,956.0238816,0,55,NA,0.911,32.08,12.6,109
2014-08-10,15,"La Pastora",0.62,NA,NA,NA,38,27,NA,956.9573684,0,55,NA,0.22,31.35,9.5,136
2014-08-10,16,"La Pastora",0.63,NA,NA,NA,37,26,13,956.2905921,0,57,NA,0.239,31.32,8.6,156
2014-08-10,17,"La Pastora",0.63,NA,NA,NA,35,25,3,955.6238158,0,55,NA,0.325,32.08,9.5,152
2014-08-10,12,"Obispado",0.81,2.5,7.1,9.6,58,NA,24,949.4894737,0,64,NA,0.923,29.71,7.8,57
2014-08-10,13,"Obispado",0.74,2.1,4.4,6.5,55,NA,9,948.8226974,0,60,NA,1.006,30.67,9.8,59
2014-08-10,14,"Obispado",0.69,1.9,3.3,5.2,48,135,5,948.0225658,0,57,NA,0.573,31.33,11.2,92
2014-08-10,15,"Obispado",0.67,1.7,2.6,4.3,37,NA,13,947.7558553,0,58,NA,0.188,30.6,9.2,137
2014-08-10,16,"Obispado",0.67,1.9,3.1,5,35,35,1,947.0890789,0,59,NA,0.223,30.63,8.2,130
2014-08-10,17,"Obispado",0.67,1.8,2.9,4.7,37,28,12,946.6890132,0,59,NA,0.18,30.67,9,132
2014-08-10,12,"San Bernabe",0.67,2.3,5.3,7.6,64,34,NA,951.4898026,0,59,7,0.861,29.56,9.7,89
2014-08-10,13,"San Bernabe",0.59,NA,NA,NA,55,36,NA,950.6896711,0,55,4.8,0.872,30.37,13.4,100
2014-08-10,14,"San Bernabe",0.49,NA,NA,NA,48,25,NA,950.0228947,0,52,2,0.669,31.09,17.6,100
2014-08-10,15,"San Bernabe",0.51,NA,NA,NA,39,36,NA,949.4894737,0,49,1.5,0.178,31.11,16.3,115
2014-08-10,16,"San Bernabe",0.49,2.5,5.2,7.7,36,28,NA,948.5559868,0,50,1.6,0.272,31.29,15.8,133
2014-08-10,17,"San Bernabe",0.5,2.4,5.7,8.1,34,34,NA,948.1559211,0,51,1.9,0.156,31.23,15.3,136
2014-08-10,12,"San Nicolas",0.81,5.1,6.7,11.8,43,61,36,959.8911842,0,60,NA,0.891,29.98,9.8,116
2014-08-10,13,"San Nicolas",0.9,5.6,5.1,10.7,39,50,8,959.0910526,0,56,NA,0.895,31.23,12.1,113
2014-08-10,14,"San Nicolas",0.77,5.6,4.7,10.3,39,43,4,958.2909211,0,51,NA,0.837,32.15,14.4,129
2014-08-10,15,"San Nicolas",0.78,5.2,6.7,11.9,36,43,18,957.6241447,0,49,NA,0.38,32.59,11.4,136
2014-08-10,16,"San Nicolas",0.83,4.8,7.3,12.1,33,42,17,956.8240132,0,51,NA,0.227,32.19,9.9,145
2014-08-10,17,"San Nicolas",0.83,5.3,7.3,12.6,32,45,4,956.4239474,0,50,NA,0.289,32.67,10.1,145
2014-08-10,12,"Santa Catarina",0.55,6,5.2,11.2,63,70,1,936.0205921,0,60,3.4,0.864,28.42,13.7,102
2014-08-10,13,"Santa Catarina",0.52,5.2,3.9,9.1,83,73,NA,935.2204605,0,58,3.8,0.846,29.21,13.3,82
2014-08-10,14,"Santa Catarina",0.46,4.9,2.8,7.7,65,72,43,934.8203947,0,56,4.3,0.298,29.35,14.5,81
2014-08-10,15,"Santa Catarina",0.41,5,1.4,6.4,51,58,49,934.2869737,0,57,3.7,0.111,28.74,16.1,97
2014-08-10,16,"Santa Catarina",0.42,5.3,1.4,6.7,41,49,18,933.6201974,0,55,3.3,0.161,28.9,15.5,93
2014-08-10,17,"Santa Catarina",0.42,5.5,2.3,7.8,38,43,NA,932.9534211,0,55,3.2,0.148,29.18,16.3,79
