"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-08-11,0,"La Pastora",0.61,NA,NA,NA,23,25,18,959.3577632,0,78,NA,0,26.75,12.6,77
2014-08-11,1,"La Pastora",0.58,NA,NA,NA,21,29,NA,958.9576974,0,83,NA,0,25.87,11.8,93
2014-08-11,2,"La Pastora",0.58,NA,NA,NA,18,39,15,958.8243421,0,86,NA,0,25.17,8.4,86
2014-08-11,3,"La Pastora",0.59,NA,NA,NA,14,20,5,958.8243421,0,88,NA,0,24.54,8.5,83
2014-08-11,4,"La Pastora",0.59,NA,NA,NA,13,26,NA,958.8243421,0,88,NA,0,24.08,7,81
2014-08-11,5,"La Pastora",0.71,NA,NA,NA,5,36,16,958.6909868,0,91,NA,0,23.57,4.8,69
2014-08-11,0,"Obispado",0.61,1.5,1.4,2.9,23,30,23,949.8895395,0,75,NA,0.001,26.93,7.6,78
2014-08-11,1,"Obispado",0.61,1.6,1.2,2.8,20,28,NA,949.7561842,0,80,NA,0.001,25.96,6.6,59
2014-08-11,2,"Obispado",0.61,1.5,0.9,2.4,18,38,32,949.6228289,0,84,NA,0.001,25.29,7.5,46
2014-08-11,3,"Obispado",0.6,1.5,1.1,2.6,13,36,13,949.6228289,0,87,NA,0.001,24.63,7.2,53
2014-08-11,4,"Obispado",0.61,1.7,2,3.7,10,51,NA,949.7561842,0,88,NA,0.001,24.11,6.8,66
2014-08-11,5,"Obispado",0.66,3.2,5.1,8.3,4,41,16,949.7561842,0,89,NA,0.001,23.73,5,51
2014-08-11,0,"San Bernabe",0.47,NA,NA,NA,18,47,NA,952.1565789,0,72,1.6,0,26.64,13.6,100
2014-08-11,1,"San Bernabe",0.38,NA,NA,NA,15,30,NA,951.7565132,0,76,1.7,0,25.77,14.8,105
2014-08-11,2,"San Bernabe",0.35,NA,NA,NA,14,50,NA,951.7565132,0,79,1.8,0,25.22,10.2,98
2014-08-11,3,"San Bernabe",0.38,NA,NA,NA,13,45,NA,951.8898684,0,82,2.1,0,24.73,8.4,71
2014-08-11,4,"San Bernabe",0.47,NA,NA,NA,11,302,NA,951.8898684,0,84,1.7,0,24.3,8.6,89
2014-08-11,5,"San Bernabe",0.54,2.5,5.2,7.7,9,23,NA,951.8898684,0,84,1.6,0,24.04,7,124
2014-08-11,0,"San Nicolas",0.7,3.7,5.4,9.1,11,37,4,960.5579605,0,73,NA,0.001,26.66,10.7,83
2014-08-11,1,"San Nicolas",0.67,3.4,5.1,8.5,10,29,13,960.29125,0,76,NA,0,26.06,9.1,87
2014-08-11,2,"San Nicolas",0.68,3.5,4.8,8.3,10,45,22,960.1578947,0,80,NA,0.003,25.51,8.3,85
2014-08-11,3,"San Nicolas",0.69,4,6.5,10.5,8,41,20,960.1578947,0,84,NA,0.014,24.85,9.8,87
2014-08-11,4,"San Nicolas",0.72,4,7.8,11.8,7,42,4,960.1578947,0,86,NA,0.023,24.28,7.6,82
2014-08-11,5,"San Nicolas",0.84,6.8,9,15.8,5,36,6,960.1578947,0,86,NA,0.033,24.12,5.2,90
2014-08-11,0,"Santa Catarina",0.29,NA,NA,NA,28,42,NA,936.5540132,0,70,2.7,0,25.67,10.7,121
2014-08-11,1,"Santa Catarina",0.27,4.5,0.3,4.8,25,39,NA,936.2873026,0,75,2.5,0,24.81,9.6,119
2014-08-11,2,"Santa Catarina",0.24,4.5,0.2,4.7,22,40,NA,936.1539474,0,79,2.5,0,24.07,8.3,129
2014-08-11,3,"Santa Catarina",0.26,4.6,3,7.6,13,40,NA,936.2873026,0,83,2.4,0,23.54,10.3,125
2014-08-11,4,"Santa Catarina",0.25,5.5,4,9.5,9,43,NA,936.4206579,0,84,2.5,0,23.13,9.8,122
2014-08-11,5,"Santa Catarina",0.29,9,4.1,13.1,5,46,19,936.5540132,0,86,2.5,0,22.61,6.9,109
