"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-12-13,0,"La Pastora",2.76,NA,NA,NA,2,94,24,NA,0,97,5.3,0,15.99,2.4,180
2014-12-13,1,"La Pastora",2.19,NA,NA,NA,2,95,25,NA,0,97,4.2,0,16.43,3,99
2014-12-13,2,"La Pastora",1.85,NA,NA,NA,2,66,13,NA,0,97,3.4,0,16.34,2.6,132
2014-12-13,3,"La Pastora",1.69,NA,NA,NA,5,52,9,NA,0,97,3.1,0,16.42,1.6,86
2014-12-13,4,"La Pastora",1.62,NA,NA,NA,5,43,15,NA,0,97,3,0,16.4,2.1,95
2014-12-13,5,"La Pastora",1.54,NA,NA,NA,8,39,17,NA,0,97,2.8,0,16.33,2.2,95
2014-12-13,0,"Obispado",2.72,49.2,13.6,62.8,2,NA,33,953.7568421,0,98,NA,0.002,16.13,1,299
2014-12-13,1,"Obispado",2.69,42.6,11.5,54.1,2,NA,23,953.2234211,0,98,NA,0.002,15.99,0.9,268
2014-12-13,2,"Obispado",2.58,42.4,11.2,53.6,2,NA,17,953.0900658,0,97,NA,0.002,15.77,1.1,225
2014-12-13,3,"Obispado",2.4,34,10.3,44.3,2,NA,13,952.9567105,0,96,NA,0.002,15.92,0.9,234
2014-12-13,4,"Obispado",2.38,32.9,9.6,42.5,2,NA,14,952.8233553,0,96,NA,0.002,15.95,0.9,235
2014-12-13,5,"Obispado",2.14,21.5,10,31.5,2,NA,NA,952.69,0,94,NA,0.001,15.95,1.1,200
2014-12-13,0,"San Bernabe",2.87,21.9,5.3,27.2,2,217,51,956.1572368,0,93,5.9,0,16.33,2.8,197
2014-12-13,1,"San Bernabe",2.45,21.7,5.5,27.2,2,171,42,955.6238158,0,92,5.5,0,16.61,2.1,291
2014-12-13,2,"San Bernabe",2.27,23.2,5.1,28.3,2,160,47,955.3571053,0,93,5.5,0,16.57,0.9,299
2014-12-13,3,"San Bernabe",2.07,18.8,4.9,23.7,2,171,47,955.22375,0,94,4.9,0,16.56,2.3,282
2014-12-13,4,"San Bernabe",1.81,12.8,4.8,17.6,2,133,34,955.0903947,0,94,4.4,0,16.58,0.9,238
2014-12-13,5,"San Bernabe",1.57,6.5,3.7,10.2,6,100,22,954.8236842,0,94,3.8,0,16.62,3.4,129
2014-12-13,0,"San Nicolas",2.6,13.9,23.2,37.1,6,145,55,965.35875,0,95,2.3,0,17.06,5.4,101
2014-12-13,1,"San Nicolas",2.43,6.4,20.4,26.8,8,92,34,964.8253289,0,95,2.6,0,16.77,5.9,103
2014-12-13,2,"San Nicolas",2.1,4.4,13.2,17.6,11,79,30,964.5586184,0,96,3,0,16.6,5.7,103
2014-12-13,3,"San Nicolas",2.03,4.1,9.2,13.3,13,56,19,964.4252632,0,96,3,0,16.54,5.9,102
2014-12-13,4,"San Nicolas",2.02,4.6,9.3,13.9,15,55,NA,964.4252632,0,96,2.7,0,16.44,5.6,102
2014-12-13,5,"San Nicolas",2.09,3.8,10.5,14.3,15,43,17,964.1585526,0.01,96,2.4,0,16.38,4.7,111
2014-12-13,0,"Santa Catarina",NA,NA,NA,NA,NA,99,NA,940.6880263,0,88,NA,0.001,15.28,1.9,85
2014-12-13,1,"Santa Catarina",NA,NA,NA,NA,NA,163,NA,940.2879605,0,88,NA,0.001,15.05,2.5,165
2014-12-13,2,"Santa Catarina",NA,NA,NA,NA,NA,113,NA,940.02125,0,88,NA,0.001,14.51,3.2,233
2014-12-13,3,"Santa Catarina",NA,NA,NA,NA,NA,74,NA,939.8878947,0,87,NA,0.001,14.43,1.8,337
2014-12-13,4,"Santa Catarina",NA,NA,NA,NA,NA,102,NA,939.7545395,0,87,NA,0.001,14.61,2.2,335
2014-12-13,5,"Santa Catarina",NA,NA,NA,NA,NA,110,NA,939.4878289,0,86,NA,0.001,14.83,1.4,30
