"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-10-05,12,"La Pastora",1.06,NA,NA,NA,82,46,35,NA,0,66,3.2,0.691,27.29,6.5,78
2014-10-05,13,"La Pastora",0.97,NA,NA,NA,68,40,22,NA,0,67,3.1,0.687,27.68,6.8,84
2014-10-05,14,"La Pastora",0.9,NA,NA,NA,51,39,6,NA,0,68,3,0.635,27.95,8.2,80
2014-10-05,15,"La Pastora",0.86,NA,NA,NA,44,28,8,NA,0,68,3.1,0.585,28.61,9.3,80
2014-10-05,16,"La Pastora",0.85,NA,NA,NA,41,28,14,NA,0,70,2.9,0.351,28.64,10,88
2014-10-05,17,"La Pastora",0.86,NA,NA,NA,37,36,3,NA,0,68,3,0.204,28.83,8.2,89
2014-10-05,12,"Obispado",1.48,5.9,32.5,38.4,61,74,35,946.5556579,0,57,NA,0.71,28.25,5.6,51
2014-10-05,13,"Obispado",1.34,3.3,23.3,26.6,80,118,39,945.7555263,0,59,NA,0.649,28.01,6.4,68
2014-10-05,14,"Obispado",1.2,2.3,13.4,15.7,82,82,19,944.9553947,0,61,NA,0.736,28.42,7.7,52
2014-10-05,15,"Obispado",1.07,2.3,9.1,11.4,59,60,11,944.5553289,0,63,NA,0.559,28.53,7.9,57
2014-10-05,16,"Obispado",1.04,2.4,8.3,10.7,44,45,13,944.1552632,0,65,NA,0.305,28.63,7.7,44
2014-10-05,17,"Obispado",0.98,1.9,6.6,8.5,41,45,19,943.8885526,0,65,NA,0.077,28.78,7.7,88
2014-10-05,12,"San Bernabe",0.99,2.3,6.3,8.6,85,91,NA,948.2892763,0,53,2.4,0.563,28.23,3.2,159
2014-10-05,13,"San Bernabe",1.45,2.3,7.4,9.7,109,111,NA,947.2224342,0,54,2.8,0.655,28.2,5.8,134
2014-10-05,14,"San Bernabe",1.3,2.1,6,8.1,106,101,NA,946.2889474,0,56,2.4,0.571,28.28,11.1,136
2014-10-05,15,"San Bernabe",1.07,2.2,5.1,7.3,93,83,NA,945.8888816,0,57,2.3,0.552,28.45,11.8,122
2014-10-05,16,"San Bernabe",1.03,2.3,4.2,6.5,63,70,NA,945.6221711,0,60,2.1,0.333,28.28,11.1,124
2014-10-05,17,"San Bernabe",0.7,2.1,4,6.1,44,67,NA,945.3554605,0,62,1.6,0.194,28.08,10.8,95
2014-10-05,12,"San Nicolas",0.57,4.7,13.7,18.4,79,73,4,956.8240132,0,59,3.9,0.648,27.7,5.1,112
2014-10-05,13,"San Nicolas",0.49,4.7,10.9,15.6,73,78,21,955.8905263,0,60,3.7,0.644,27.64,7.9,110
2014-10-05,14,"San Nicolas",0.49,4.4,10.4,14.8,76,62,23,955.0903947,0,60,3.5,0.552,28.27,8.2,109
2014-10-05,15,"San Nicolas",0.46,6,8.8,14.8,56,68,35,954.5569737,0,61,3.2,0.504,28.45,9.2,115
2014-10-05,16,"San Nicolas",0.44,6,8,14,44,59,30,954.1569079,0,63,3.4,0.301,28.37,10.6,109
2014-10-05,17,"San Nicolas",0.42,5.5,9.1,14.6,37,51,36,953.8901974,0,65,3.1,0.087,28.19,10.5,103
2014-10-05,12,"Santa Catarina",0.75,7.9,14.7,22.6,82,73,17,932.6867105,0,53,3.2,0.695,28.11,6.8,85
2014-10-05,13,"Santa Catarina",0.93,9,25.6,34.6,94,96,30,931.7532237,0,53,3.6,0.748,28.09,8.8,90
2014-10-05,14,"Santa Catarina",1.01,7.9,26.8,34.7,109,112,19,930.9530921,0,54,5.1,0.61,28.19,10.6,90
2014-10-05,15,"Santa Catarina",0.85,7,18.8,25.8,101,115,25,930.4196711,0,58,4.4,0.501,27.88,12.9,99
2014-10-05,16,"Santa Catarina",0.72,7.3,15.6,22.9,65,89,19,930.2863158,0,62,3.4,0.284,27.23,11.4,101
2014-10-05,17,"Santa Catarina",0.68,7.5,15.9,23.4,43,66,40,930.1529605,0,65,3.1,0.137,27.02,9.2,128
