"fecha","hora","sitio","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","HR","SO2","SR","TOUT","WS","WDR"
2014-08-16,18,"La Pastora",1.03,NA,NA,NA,23,54,24,953.8901974,0,63,NA,0.031,30.15,4.2,244
2014-08-16,19,"La Pastora",1.01,NA,NA,NA,16,53,25,953.4901316,0,62,NA,0.004,30.16,3.8,197
2014-08-16,20,"La Pastora",0.62,NA,NA,NA,19,72,2,954.5569737,0,61,NA,0,29.73,3.7,195
2014-08-16,21,"La Pastora",0.74,NA,NA,NA,10,33,23,955.22375,0,63,NA,0,29.28,4.7,243
2014-08-16,22,"La Pastora",0.57,NA,NA,NA,14,42,14,955.8905263,0,65,NA,0,28.62,2.8,242
2014-08-16,23,"La Pastora",0.48,NA,NA,NA,15,32,9,955.8905263,0,65,NA,0,28.28,7.9,91
2014-08-16,18,"Obispado",0.59,1.9,14.4,16.3,31,50,NA,945.2221053,0,71,NA,0.023,28.28,6.4,205
2014-08-16,19,"Obispado",0.6,1.6,16.4,18,22,52,9,945.3554605,0,68,NA,0.005,28.44,3.8,205
2014-08-16,20,"Obispado",0.83,4.5,22.2,26.7,7,50,15,946.0222368,0,67,NA,0.001,28.32,3.2,214
2014-08-16,21,"Obispado",0.92,9.5,21.6,31.1,5,56,10,946.6890132,0,68,NA,0.002,27.94,3.8,208
2014-08-16,22,"Obispado",0.5,1.5,13.5,15,14,57,5,947.2224342,0,66,NA,0.001,27.74,4.2,212
2014-08-16,23,"Obispado",0.63,1.9,17.1,19,8,34,5,947.2224342,0,65,NA,0.002,27.42,2.7,161
2014-08-16,18,"San Bernabe",0.88,2.4,7.9,10.3,48,60,27,946.5556579,0,45,1.8,0.026,32.45,9.2,127
2014-08-16,19,"San Bernabe",0.91,2.4,8.3,10.7,35,65,20,946.9557237,0,48,1.9,0.003,31.69,8.1,114
2014-08-16,20,"San Bernabe",0.84,2.1,8.9,11,26,63,12,947.6225,0,47,1.7,0,31.49,8,130
2014-08-16,21,"San Bernabe",1.02,2.6,10.2,12.8,12,45,22,948.2892763,0,48,1.7,0,31.29,5.6,114
2014-08-16,22,"San Bernabe",0.76,2.5,7.8,10.3,16,59,19,948.8226974,0,49,1.7,0,30.82,8.3,121
2014-08-16,23,"San Bernabe",0.92,2.2,7.1,9.3,16,52,15,948.9560526,0,53,1.9,0,29.63,13.3,109
2014-08-16,18,"San Nicolas",1.08,8.2,36.8,45,17,64,19,954.6903289,0,49,NA,0.014,32.54,4.6,177
2014-08-16,19,"San Nicolas",1.11,5.2,34.7,39.9,20,77,29,954.9570395,0,51,NA,0.001,31.71,2.4,217
2014-08-16,20,"San Nicolas",1.01,8.3,21.6,29.9,15,59,7,955.6238158,0,47,NA,0,32.31,8.5,128
2014-08-16,21,"San Nicolas",0.73,5.2,11.4,16.6,16,63,26,956.4239474,0,50,NA,0,31.47,11.7,119
2014-08-16,22,"San Nicolas",0.7,5.7,10.7,16.4,15,67,21,957.0907237,0,55,NA,0,30.23,10.2,125
2014-08-16,23,"San Nicolas",0.6,4.7,9.7,14.4,14,55,NA,957.3574342,0,58,NA,0,29.22,11.6,107
2014-08-16,18,"Santa Catarina",0.39,5.9,4.5,10.4,47,44,NA,931.8865789,0,50,2.9,0.039,29.32,11.9,152
2014-08-16,19,"Santa Catarina",0.51,5.9,4.4,10.3,45,44,4,932.0199342,0,52,2.7,0.003,28.85,11.8,144
2014-08-16,20,"Santa Catarina",0.47,6.2,5.4,11.6,37,42,13,932.8200658,0,55,2.6,0,28.13,10.6,140
2014-08-16,21,"Santa Catarina",0.7,7,8.2,15.2,29,48,2,933.4868421,0,54,2.6,0,27.89,7.8,136
2014-08-16,22,"Santa Catarina",0.88,9.3,11,20.3,20,53,15,934.0202632,0,55,2.6,0,27.54,5.6,161
2014-08-16,23,"Santa Catarina",0.95,11.8,15.3,27.1,8,68,20,933.8869079,0,57,NA,0,26.76,2.5,218
